Criteria Name;Target Size;Benchmark Size;Target Penetration;Benchmark Penetration;Score
Statue;54953;1306625;0.1712998753117207;0.16751602564102563;45
Stock market & trading;138901;2971368;0.4329831670822943;0.3809446153846154;83
Story;87193;2154906;0.27179862842892766;0.27627;48
Strategy games;103036;2801592;0.3211845386533666;0.35917846153846156;33
Streaming;10114;230345;0.031527431421446386;0.029531410256410255;35
Street art;28391;730326;0.0885006234413965;0.09363153846153846;22
Student;65334;1559085;0.20365960099750624;0.19988269230769232;48
Student Loans;1207;24914;0.0037624688279301747;0.003194102564102564;47
Surfwear;17755;442309;0.055346009975062345;0.05670628205128205;24
Sustainability;242290;6074735;0.7552680798004987;0.7788121794871795;79
TV;183919;4070151;0.5733135910224438;0.5218142307692307;86
TV channels;154944;3911678;0.4829925187032419;0.5014971794871795;64
TV hosts;14719;389285;0.04588216957605985;0.04990833333333333;14
TV series;48729;1371095;0.15189837905236908;0.17578141025641025;13
Tablet;240148;6374982;0.7485910224438903;0.8173053846153846;69
Tabletop Role-Playing Games;12168;382071;0.037930174563591025;0.04898346153846154;2
Tattoos;86414;2292953;0.26937032418952617;0.29396833333333333;34
Tea;81032;2102794;0.2525935162094763;0.26958897435897433;36
Team sport;213467;4862875;0.6654208229426434;0.6234455128205129;87
Technological convenience;234823;6859908;0.7319918952618454;0.8794753846153847;38
Technology;40415;879576;0.12598192019950125;0.11276615384615385;58
Telecommunication;82148;1815007;0.256072319201995;0.23269320512820513;69
Tennis;125352;2934001;0.39074812967581046;0.37615397435897435;71
Tennis players;11640;264395;0.03628428927680798;0.03389679487179487;37
Theatre;138594;4062921;0.4320261845386534;0.5208873076923077;21
Theme parks;139052;3739415;0.43345386533665836;0.4794121794871795;42
Thriller movies;70410;1949043;0.21948254364089775;0.2498773076923077;20
Toiletries;61998;1694084;0.19326059850374064;0.2171902564102564;21
Toys;80203;2225631;0.2500093516209476;0.2853373076923077;22
Traditional Events;30424;867153;0.09483790523690773;0.11117346153846154;8
Traditions & Celebrations;206068;5223106;0.6423566084788029;0.6696289743589744;73
Transporters;65159;1050617;0.20311408977556109;0.13469448717948718;91
Travellers;167467;5414336;0.5220293017456359;0.694145641025641;6
Turkey;6488;162760;0.02022443890274314;0.020866666666666665;20
Tutorials;19472;599245;0.06069825436408977;0.07682628205128206;3
Tyre;101052;1763280;0.315;0.22606153846153845;92
Urban activities;219066;5763369;0.6828740648379052;0.7388934615384616;67
Used Car;3038;49971;0.00947007481296758;0.006406538461538462;78
Vacation rentals;194057;3946866;0.6049158354114713;0.5060084615384616;92
Veterinary;46535;1320831;0.14505922693266832;0.1693373076923077;11
Vintage;198851;3989178;0.6198597256857855;0.5114330769230769;93
Volleyball;53667;1366784;0.16729114713216958;0.17522871794871794;33
War movies;24846;574526;0.0774501246882793;0.07365717948717948;38
Waste management;96501;1951760;0.30081359102244387;0.25022564102564104;82
Watches;140635;3318634;0.43838840399002493;0.4254658974358974;73
Water;96172;2148877;0.29978802992518705;0.27549705128205126;72
Water sport;171841;4094831;0.5356639650872818;0.5249783333333333;76
Wealth Management;88915;2072949;0.27716645885286784;0.2657626923076923;62
Wearable device;74097;1681656;0.23097568578553615;0.21559692307692307;62
Wedding;141608;4095591;0.4414214463840399;0.5250757692307693;25
Weight Loss;7866;172070;0.02451995012468828;0.02206025641025641;40
Well-being;234723;6752635;0.731680174563591;0.8657224358974359;44
Werstern movies;13173;319257;0.04106296758104738;0.04093038461538462;28
Wildlife;97008;2407795;0.3023940149625935;0.30869166666666664;51
Women's Shoes and Footwear;23361;691449;0.072821072319202;0.08864730769230769;5
Women's clothing;11514;233387;0.03589152119700748;0.029921410256410257;58
World Cuisine;142279;3664910;0.44351309226932667;0.4698602564102564;56
Writers;10877;315940;0.03390586034912718;0.04050512820512821;5
Writing;30114;902783;0.09387157107231921;0.11574141025641026;4
Xbox;52477;1190472;0.16358167082294264;0.1526246153846154;55
Young Kids;69534;1905636;0.21675187032418952;0.2443123076923077;22
Youtubers;204719;4679275;0.6381514962593516;0.5999070512820512;85
art (instruments);156800;4479235;0.48877805486284287;0.5742608974358975;32
comparator;123738;3135481;0.385716957605985;0.40198474358974357;54
eSports;4031;93168;0.012565461346633416;0.011944615384615385;31
goal SD/UN 4 - Quality education;129553;3307997;0.4038435162094763;0.4241021794871795;54
iOS;147606;4270088;0.4601184538653367;0.5474471794871795;28
lifestyle;184201;4072640;0.5741926433915212;0.5221333333333333;87
low buying power;80550;1848385;0.25109102244389025;0.23697243589743588;63
sport events;145324;3588425;0.4530049875311721;0.46005448717948716;66
voluntary Organization;78716;1924525;0.24537406483790525;0.24673397435897437;47
