Criteria Name;Target Size;Benchmark Size;Target Penetration;Benchmark Penetration;Score
Mazda;133984;2489024;0.41765586034912716;0.31910564102564104;97
Mazda BT-50 (vehicle);7282;126589;0.022699501246882792;0.016229358974358975;87
Mazda CX-3;9697;170954;0.030227556109725686;0.021917179487179486;87
Mazda CX-5;25038;430203;0.07804862842892768;0.05515423076923077;92
Mazda CX-9 (vehicle);9378;159931;0.029233167082294266;0.02050397435897436;89
Mazda3;16644;287217;0.05188279301745636;0.036822692307692306;90
Mazda6;9182;158500;0.028622194513715712;0.02032051282051282;88
McCain Foods (restaurant);859;22345;0.0026776807980049876;0.00286474358974359;0
McDonald's;55150;1395400;0.1719139650872818;0.1788974358974359;53
McKinsey & Company;2426;48870;0.007562344139650873;0.006265384615384615;72
McLaren Automotive (vehicles);10704;196821;0.03336658354114713;0.025233461538461538;84
McLaren F1 (vehicle);8873;166888;0.027658977556109725;0.021395897435897437;81
Meal preparation (cooking);5404;153084;0.016845386533665834;0.019626153846153845;19
Meat;106325;2881581;0.3314370324189526;0.3694334615384615;53
MedSource Labs;1035;19707;0.0032263092269326685;0.0025265384615384616;78
Media (communication);87516;2524740;0.2728054862842893;0.3236846153846154;33
Media Crema;9344;196077;0.02912718204488778;0.025138076923076923;69
Media Markt;61700;1308450;0.19233167082294264;0.16775;83
Medical drama;5937;159815;0.018506857855361596;0.020489102564102565;25
Medical education;11027;267035;0.034373441396508726;0.03423525641025641;45
Medical school;9051;213647;0.028213840399002495;0.027390641025641024;49
Meditations;27812;869939;0.08669576059850374;0.11153064102564103;11
Meditations (philosophy);27812;869939;0.08669576059850374;0.11153064102564103;11
Mediterranean cuisine;29324;695848;0.09140897755610973;0.08921128205128205;57
Meek Mill;959;27957;0.002989401496259352;0.0035842307692307692;0
Memoir (literature);3534;114926;0.011016209476309227;0.014734102564102564;7
Memorial Day;1030;29848;0.0032107231920199502;0.0038266666666666666;15
Memory foam (home furnishings);20357;508268;0.06345698254364089;0.0651625641025641;43
Men in Blazers;13349;265922;0.04161159600997506;0.0340925641025641;77
Men's Fashion;2291;74465;0.007141521197007481;0.009546794871794871;7
Men's Fitness;32455;689532;0.10116895261845386;0.08840153846153846;76
Men's clothing;79475;2307330;0.24774002493765587;0.29581153846153846;30
Men's major golf championships;4446;130067;0.013859102244389028;0.01667525641025641;14
Mentorship;18379;509392;0.057291147132169574;0.06530666666666667;24
Mercedes-AMG;81895;1405437;0.25528366583541146;0.18018423076923076;97
Mercedes-AMG GT (vehicle);11465;193708;0.03573877805486284;0.024834358974358973;90
Mercedes-Benz;248132;3644321;0.7734788029925187;0.46722064102564104;99
Mercedes-Benz A-Class;36723;619356;0.11447319201995013;0.07940461538461538;95
Mercedes-Benz B-Class;17626;294369;0.05494389027431421;0.037739615384615385;92
Mercedes-Benz C-Class;49572;827614;0.15452618453865336;0.10610435897435898;96
Mercedes-Benz CLA-Class;34699;582879;0.1081639650872818;0.07472807692307692;95
Mercedes-Benz CLS-Class;20665;346485;0.06441708229426434;0.044421153846153846;93
Mercedes-Benz E-Class;45691;777210;0.1424283042394015;0.0996423076923077;95
Mercedes-Benz G-Class;44001;755999;0.13716022443890274;0.09692294871794872;95
Mercedes-Benz GL-Class (vehicle);10089;168876;0.03144950124688279;0.02165076923076923;90
Mercedes-Benz GLA-Class;47995;832352;0.14961034912718205;0.10671179487179487;95
Mercedes-Benz GLC-Class;43366;763591;0.13518079800498753;0.09789628205128205;94
Mercedes-Benz S-Class;31606;533115;0.09852244389027431;0.06834807692307693;94
Mercedes-Benz Sprinter (vehicle);45043;775445;0.14040835411471322;0.09941602564102564;95
Mercedes-Benz Vito (vehicle);36466;620539;0.11367206982543641;0.07955628205128205;94
Mercedes-Benz in Formula One;17933;330614;0.05590087281795511;0.042386410256410254;85
Merrell (company);1435;32186;0.004473192019950125;0.004126410256410256;55
MetaTrader 4;15385;499905;0.047958229426433914;0.06409038461538462;7
Metro Boomin (musical artist);1279;29014;0.003986907730673317;0.0037197435897435896;52
Metropolitan Museum of Art;6079;198263;0.018949501246882793;0.025418333333333334;7
Mexican cuisine;24396;645963;0.07604738154613466;0.08281576923076923;34
Miami Beach;1666;42016;0.0051932668329177055;0.005386666666666666;34
Miami Heat;2748;64659;0.008566084788029926;0.008289615384615385;47
Miami Heat (basketball team);2748;64659;0.008566084788029926;0.008289615384615385;47
Michael Jackson;8535;225980;0.026605361596009975;0.02897179487179487;29
Michael Jordan;4457;109785;0.013893391521197007;0.014075;39
Michael Kors;18028;569094;0.05619700748129676;0.07296076923076923;9
Michael Schumacher;7889;164762;0.024591645885286784;0.021123333333333334;70
Michelangelo;2758;69163;0.008597256857855362;0.008867051282051282;36
Michelin;40105;721056;0.12501558603491272;0.09244307692307692;92
Micro-Star International;3680;73989;0.011471321695760598;0.00948576923076923;73
Microbrewery;19315;478942;0.060208852867830426;0.06140282051282051;44
Microsoft;33132;709837;0.1032793017456359;0.09100474358974359;75
Microsoft Surface;2693;52191;0.008394638403990025;0.006691153846153846;77
Microwave oven;28438;625149;0.08864713216957607;0.0801473076923077;70
Mid-century modern (architecture);3783;109152;0.011792394014962593;0.013993846153846154;16
Midas;40982;658467;0.1277493765586035;0.08441884615384615;96
Middle Eastern cuisine;30302;742780;0.09445760598503741;0.09522820512820512;51
Midwest Truck and Tire;1929;30692;0.006013092269326684;0.003934871794871795;92
Miele;37863;872168;0.11802680798004987;0.11181641025641026;66
Mike Tyson;1165;28952;0.0036315461346633415;0.003711794871794872;37
Mila Cares;3329;59419;0.010377182044887781;0.007617820512820513;84
Milan Laser;5783;107070;0.018026807980049877;0.013726923076923078;82
Miley Cyrus;8449;249484;0.026337281795511223;0.03198512820512821;14
Military Science Fiction;821;19061;0.0025592269326683292;0.0024437179487179486;0
Military history;33026;763939;0.10294887780548628;0.09794089743589744;63
Milk;29091;730651;0.09068266832917705;0.09367320512820512;45
Milk substitute;3588;97755;0.011184538653366584;0.012532692307692307;23
Millennials;5793;151180;0.01805798004987531;0.019382051282051282;30
Miller Ferry;1578;30942;0.004918952618453865;0.003966923076923077;75
Miller Lite (beer);2724;60765;0.008491271820448877;0.007790384615384616;56
Milwaukee;19627;361531;0.06118142144638404;0.046350128205128203;86
Milwaukee Bucks (basketball team);1490;39714;0.004644638403990025;0.005091538461538462;26
Minecraft;14215;347371;0.044311097256857855;0.04453474358974359;45
Mini (marque);77145;1291250;0.24047693266832917;0.1655448717948718;97
Mini Countryman;27588;463792;0.08599750623441396;0.05946051282051282;94
Minimalism;10612;260193;0.033079800498753115;0.03335807692307692;43
Minions (film);2710;71254;0.008447630922693267;0.009135128205128205;28
Minivans;79706;1386389;0.24846009975062344;0.1777421794871795;97
Mission: Impossible (film series);3938;92566;0.012275561097256858;0.011867435897435897;47
Missoni;6989;178825;0.021786159600997505;0.02292628205128205;34
Mitsubishi Motors;71440;1220666;0.2226932668329177;0.15649564102564104;97
Mitsubishi Outlander;7227;133881;0.022528054862842893;0.01716423076923077;82
Mitsubishi Pajero;9864;188511;0.030748129675810473;0.024168076923076924;80
Miu Miu;29229;739547;0.09111284289276808;0.09481371794871794;44
Miuccia Prada (fashion designer);7503;230884;0.02338840399002494;0.02960051282051282;11
Mixed martial arts;31191;748999;0.09722880299251871;0.09602551282051282;55
Mixology (Topic);182721;4654830;0.5695791770573566;0.5967730769230769;82
Mizuno Corporation;1850;39029;0.005766832917705736;0.005003717948717948;65
Moana (2016 film);2260;60952;0.007044887780548628;0.007814358974358974;24
Mobile app;206420;5074664;0.6434538653366584;0.6505979487179487;89
Mobile banking;16118;334650;0.0502431421446384;0.042903846153846154;74
Mobile gambling (video games);17618;517445;0.054918952618453865;0.06633910256410257;16
Mobile game;119052;3634946;0.37110972568578554;0.46601871794871796;26
Mobile payment;32895;739875;0.10254052369077307;0.09485576923076923;68
Mobile phone accessories (smart phone);17118;420230;0.053360349127182044;0.053875641025641026;45
Model building;20229;449451;0.06305798004987531;0.05762192307692308;65
Modern Family;1632;43496;0.005087281795511222;0.005576410256410256;26
Modern Healthcare (publication);9176;193428;0.02860349127182045;0.02479846153846154;69
Modern architecture;103588;2489261;0.32290523690773065;0.31913602564102567;77
Modern art;81955;2452738;0.2554706982543641;0.3144535897435897;24
Modern dance;17335;509880;0.05403678304239402;0.06536923076923076;16
Modern furniture;132786;3701019;0.4139214463840399;0.47448961538461537;53
Modern history;14202;323195;0.04427057356608479;0.04143525641025641;58
Mohamed Salah;2510;79877;0.00782418952618454;0.010240641025641026;8
Mold;4322;85895;0.013472568578553615;0.011012179487179486;75
Molecular biology;10516;363344;0.03278054862842893;0.0465825641025641;4
Monaco Grand Prix;10238;192156;0.031913965087281795;0.024635384615384615;82
Moncler;15016;317817;0.04680798004987531;0.04074576923076923;71
Monday Night Brewing;1039;19533;0.003238778054862843;0.0025042307692307694;79
Money;94469;1974529;0.2944794264339152;0.2531447435897436;90
Monoprix;15802;471995;0.04925810473815461;0.06051217948717949;14
Monster Energy;6442;142978;0.020081047381546136;0.01833051282051282;59
Montblanc (company);8848;162993;0.027581047381546136;0.020896538461538463;83
Montessori education;16335;602482;0.050919576059850376;0.07724128205128206;2
Morgan Auto Group;3438;54716;0.010716957605985037;0.007014871794871795;92
Morgan Stanley;8326;294403;0.025953865336658354;0.03774397435897436;4
Mortal Kombat;4574;99793;0.014258104738154613;0.012793974358974359;61
Mortgage loans;99031;2097278;0.3087001246882793;0.26888179487179487;89
Morton Building;36278;623700;0.11308603491271821;0.07996153846153846;94
Moschino;11745;330144;0.036611596009975066;0.04232615384615385;21
Motel;724;23242;0.002256857855361596;0.00297974358974359;0
Mother's Day;28277;825119;0.08814526184538653;0.10578448717948719;19
Mothercare;21014;692806;0.06550498753117207;0.08882128205128205;6
Motherhood (children & parenting);89466;2663291;0.2788840399002494;0.3414475641025641;26
Motivation;65125;1741749;0.20300810473815462;0.22330115384615384;45
Moto GP;42152;1000846;0.13139650872817954;0.12831358974358975;62
MotoGP Teams;5378;114611;0.016764339152119702;0.014693717948717948;65
Motocross;54539;1257765;0.17000935162094763;0.16125192307692307;72
Motocross World Championship;10037;220626;0.031287406483790525;0.028285384615384615;63
Motor oil;12868;232228;0.04011221945137157;0.029772820512820514;86
Motor vehicle;322200;1100000;1.004364089775561;0.14102564102564102;99
Motorcycle accessories;63118;1160945;0.19675187032418953;0.14883910256410257;94
Motorcycle club;60882;1392348;0.18978179551122196;0.17850615384615384;75
Motorcycle helmet;52769;1224766;0.16449189526184538;0.15702128205128205;70
Motorcycle racing;75216;1658625;0.2344638403990025;0.21264423076923078;82
Motorcycle sport;61562;1392321;0.19190149625935163;0.1785026923076923;76
Motorcycles;207361;3267944;0.6463871571072319;0.4189671794871795;99
Motorcycling;106836;1870237;0.3330299251870324;0.23977397435897435;97
Motorhome;59842;1150141;0.18653990024937656;0.14745397435897437;91
Motorola;3556;74363;0.011084788029925187;0.009533717948717949;67
Motorsport;159411;3523297;0.49691708229426435;0.4517047435897436;94
Motorsport teams;22548;398940;0.07028678304239401;0.05114615384615385;89
Mountain bike;86219;1947699;0.2687624688279302;0.249705;81
Mountain biking;104501;2323433;0.325751246882793;0.29787602564102567;86
Mountaineering;39099;995413;0.12187967581047382;0.12761705128205128;46
Mountains;90354;2095157;0.2816521197007481;0.2686098717948718;79
Movie theater;59108;1540572;0.18425187032418952;0.19750923076923077;49
Movies;211876;6120302;0.6604613466334165;0.7846541025641026;60
Mozzarella sticks (food & drink);1299;38022;0.00404925187032419;0.004874615384615384;14
Moët & Chandon;15165;355917;0.04727244389027432;0.045630384615384614;53
Mr. Clean;1364;40175;0.004251870324189526;0.005150641025641026;13
Mr. Porter;1881;42662;0.005863466334164589;0.00546948717948718;53
MrBeast;7786;139479;0.024270573566084787;0.017881923076923077;85
Muffin (baked goods);5643;157625;0.017590399002493765;0.02020833333333333;20
Mug;8443;249746;0.02631857855361596;0.03201871794871795;14
Muhammad Ali;1165;28952;0.0036315461346633415;0.003711794871794872;37
Muji;1868;77851;0.005822942643391521;0.009980897435897435;1
Multiplayer online battle arena;7426;179769;0.023148379052369078;0.023047307692307693;44
Multiplayer video game (video games);13103;330974;0.04084476309226932;0.0424325641025641;38
Muscle & Fitness;26487;590476;0.08256546134663342;0.07570205128205128;67
Museum;95539;2515334;0.2978148379052369;0.32247871794871796;58
Museum of Modern Art;15674;452784;0.048859102244389024;0.05804923076923077;18
Music;224856;6692440;0.7009226932668329;0.8580051282051282;52
Music download;8755;206606;0.027291147132169576;0.02648794871794872;49
Music festivals;123172;3654768;0.38395261845386536;0.46856;34
Music of Africa;4352;124194;0.013566084788029925;0.015922307692307694;17
Music radio (radio);51832;1464142;0.161571072319202;0.18771051282051282;29
Music school;12251;367732;0.03818890274314214;0.04714512820512821;13
Music video game;6583;166607;0.020520573566084787;0.021359871794871796;36
Musical film;15626;420208;0.04870947630922693;0.05387282051282051;28
Musical theatre;73957;1974736;0.23053927680798006;0.25317128205128203;48
Mutual fund;18521;552780;0.05773379052369077;0.07086923076923077;14
My Little Pony;10942;340025;0.03410847880299252;0.04359294871794872;10
MyFitnessPal;8451;229638;0.02634351620947631;0.029440769230769232;25
MySQL;25577;565368;0.07972880299251871;0.07248307692307693;68
Myntra.com;5136;164669;0.01600997506234414;0.021111410256410255;8
Mystery fiction;21828;583432;0.06804239401496259;0.07479897435897435;31
Mysteryland;3788;99011;0.011807980049875311;0.012693717948717948;29
Mythology;7430;219201;0.023160847880299252;0.028102692307692308;14
NARS Cosmetics;13286;476530;0.04141521197007481;0.06109358974358974;3
NASCAR;7348;163320;0.022905236907730674;0.020938461538461538;59
NASDAQ;10718;369453;0.03341022443890274;0.04736576923076923;5
NASDAQ-100;23287;614573;0.07259039900249377;0.07879141025641026;34
NBA 2K (series);2807;62133;0.00875;0.007965769230769231;58
NBA All-Star Game;3760;95291;0.01172069825436409;0.012216794871794872;34
NBA Finals;6555;162886;0.020433291770573566;0.02088282051282051;39
NBA Playoffs;4785;120373;0.014915835411471321;0.015432435897435898;36
NBC (television network);4451;114986;0.013874688279301746;0.014741794871794871;31
NCAA Division I Football Bowl Subdivision (American football league);1464;45786;0.00456359102244389;0.00587;9
NCAA Men's Division I Basketball Championship (sports league);803;19844;0.0025031172069825435;0.002544102564102564;0
NCIS (TV series);2661;63465;0.008294887780548628;0.00813653846153846;44
NFL (topic);7673;218628;0.023918329177057357;0.028029230769230768;18
NFL Network;1840;49344;0.005735660847880299;0.006326153846153846;25
NIDO;2975;64783;0.009273690773067332;0.00830551282051282;61
NME;1467;35732;0.0045729426433915215;0.004581025641025641;40
NPO 1;5737;128832;0.017883416458852868;0.01651692307692308;56
Nail Art & Tools (Topic);44674;1677136;0.13925810473815461;0.2150174358974359;2
Nail art (cosmetics);29939;1159368;0.09332605985037407;0.14863692307692308;1
Nail polish (cosmetics);28586;1054366;0.08910847880299252;0.1351751282051282;2
Nail salon (cosmetics);31999;1190238;0.09974750623441396;0.15259461538461538;2
Napapijri;1917;41094;0.005975685785536159;0.005268461538461539;63
Naruto;15259;490487;0.04756546134663342;0.06288294871794872;8
Nas;1336;31515;0.004164588528678305;0.004040384615384615;45
Nat Geo Wild;3399;81157;0.010595386533665836;0.01040474358974359;44
National Basketball Association;15357;431793;0.04787094763092269;0.055358076923076927;22
National Car Rental;883;16360;0.002752493765586035;0.0020974358974358972;0
National Football League;14393;379312;0.04486596009975062;0.04862974358974359;31
National Geographic (magazine);6025;136223;0.018781172069825436;0.01746448717948718;55
National Geographic Channel;13027;299618;0.04060785536159601;0.0384125641025641;56
National Hockey League;5344;155697;0.01665835411471322;0.019961153846153847;15
National Rugby League;1460;50900;0.004551122194513715;0.006525641025641025;4
Nativo;10911;197816;0.034011845386533665;0.02536102564102564;85
Natural environment;138293;3625575;0.4310879052369077;0.46481730769230767;70
Natural foods;84427;2484739;0.26317643391521195;0.31855628205128206;28
Natural gas;43496;822321;0.1355860349127182;0.10542576923076923;89
Natural product;65225;1442352;0.20331982543640897;0.1849169230769231;79
Natural science (science);53146;1326519;0.16566708229426433;0.17006653846153846;56
Nature;198149;4525180;0.6176714463840399;0.5801512820512821;95
Navy Federal Credit Union;8911;155353;0.027777431421446383;0.019917051282051283;88
Necklace;50023;1520831;0.15593204488778054;0.19497833333333334;16
Need for Speed;7613;146970;0.023731296758104738;0.018842307692307693;79
Neiman Marcus (retailer);3929;127580;0.012247506234413966;0.016356410256410256;7
Nekter Juice Bar;10405;214652;0.03243453865336658;0.02751948717948718;72
Nello;7143;142479;0.022266209476309227;0.018266538461538463;75
Nerf;4898;115496;0.015268079800498753;0.014807179487179488;47
Nescafé;25570;565630;0.07970698254364089;0.07251666666666666;68
Nespresso;38696;890706;0.12062344139650873;0.11419307692307692;66
Nesquik;1425;37562;0.004442019950124688;0.004815641025641026;27
Nestlé;14879;373226;0.04638092269326683;0.04784948717948718;40
Nestlé (food & drink);15085;379161;0.047023067331670824;0.04861038461538462;40
Nestlé Purina PetCare;18112;476345;0.05645885286783042;0.0610698717948718;33
Net-a-Porter;24032;651763;0.07491271820448878;0.08355935897435897;29
Netflix;60205;1304277;0.1876714463840399;0.167215;81
Neutrogena;5396;148493;0.016820448877805486;0.019037564102564103;23
New Balance;26163;723229;0.08155548628428928;0.09272166666666666;27
New Belgium Brewing Company;4870;106835;0.015180798004987532;0.013696794871794872;61
New England Patriots;766;21412;0.002387780548628429;0.002745128205128205;0
New England Patriots (American football team);786;20541;0.0024501246882793017;0.0026334615384615385;0
New House;151157;3585527;0.4711876558603491;0.45968294871794874;86
New Orleans Pelicans (basketball team);1249;35260;0.0038933915211970074;0.004520512820512821;18
New Year's Day;17259;453738;0.053799875311720695;0.05817153846153846;33
New York City Marathon;4931;123981;0.015370947630922694;0.015895;36
New York Knicks (basketball team);1003;26041;0.003126558603491272;0.0033385897435897435;29
New York Mets;1810;40771;0.00564214463840399;0.005227051282051282;54
New York Mets (baseball team);1729;39315;0.005389650872817955;0.005040384615384615;52
New York Stock Exchange;10898;356761;0.0339713216957606;0.04573858974358974;7
New York Yankees;1429;32448;0.004454488778054863;0.00416;52
New baby (children & parenting);2125;116274;0.006624064837905237;0.014906923076923076;0
Newcastle United F.C.;6132;136546;0.019114713216957607;0.017505897435897436;58
News Media;41514;1092057;0.1294077306733167;0.14000730769230768;41
News broadcasting;36709;996176;0.11442955112219451;0.1277148717948718;33
News magazine;19906;473267;0.06205112219451372;0.06067525641025641;52
Newspapers;75621;1800501;0.23572630922693266;0.23083346153846154;73
Next plc;6680;281243;0.02082294264339152;0.03605679487179487;1
Neymar;15150;465464;0.04722568578553616;0.0596748717948718;11
Nick Jr.;10898;262730;0.0339713216957606;0.033683333333333336;46
Nickelodeon;10714;270657;0.033397755610972565;0.034699615384615384;37
Nicki Minaj;861;22258;0.002683915211970075;0.0028535897435897437;0
Nicky Jam (musical artist);13024;458128;0.04059850374064838;0.058734358974358976;4
Nico Hülkenberg;4010;74610;0.0125;0.009565384615384616;81
Nico Rosberg;7278;131703;0.02268703241895262;0.016885;84
Nicole Kidman;716;23590;0.0022319201995012468;0.0030243589743589746;0
Nigella Lawson (television personality);1691;45910;0.005271197007481297;0.0058858974358974355;23
Nightclub;78380;1984876;0.24432668329177057;0.25447128205128206;61
Nightlife;71853;1750121;0.22398067331670823;0.2243744871794872;67
Nightwear (apparel);32427;992690;0.10108167082294264;0.12726794871794872;13
Nike;36220;893499;0.11290523690773067;0.11455115384615384;51
Nike Air Max;7687;183352;0.023961970074812967;0.023506666666666665;46
Nike Skateboarding;2971;74837;0.009261221945137158;0.009594487179487179;35
Nike+;2795;62656;0.008712593516209476;0.008032820512820513;55
Nikkei 225;6927;255709;0.0215928927680798;0.03278320512820513;2
Nikon;21561;585050;0.06721009975062345;0.07500641025641025;29
Nintendo;57111;1450702;0.17802680798004988;0.1859874358974359;53
Nissan;182991;2980763;0.5704208229426434;0.38214910256410256;99
Nissan Altima (vehicle);1554;27047;0.004844139650872818;0.0034675641025641024;86
Nissan GT-R (vehicle);7503;131914;0.02338840399002494;0.016912051282051282;87
Nissan Juke;26827;471845;0.08362531172069826;0.06049294871794872;91
Nissan LEAF;28755;487717;0.08963528678304239;0.0625278205128205;93
Nissan Navara;17106;296996;0.05332294264339152;0.03807641025641026;90
Nissan Pathfinder;1959;34325;0.006106608478802992;0.004400641025641026;85
Nissan Qashqai;31625;552090;0.09858167082294264;0.07078076923076923;92
Nissan Sentra (vehicle);3298;55786;0.010280548628428927;0.007152051282051282;88
Nissan X-Trail;6674;113202;0.02080423940149626;0.014513076923076924;89
Nivea;14187;388196;0.044223815461346634;0.04976871794871795;25
Noise-cancelling headphones;8592;188875;0.026783042394014963;0.02421474358974359;62
Nokia;6406;139606;0.019968827930174564;0.017898205128205127;62
Non fiction books;37066;1036502;0.1155423940149626;0.1328848717948718;27
Non-alcoholic beverage (food & drink);19918;517290;0.062088528678304236;0.06631923076923077;36
Non-governmental organization (politics);36518;895514;0.11383416458852867;0.11480948717948718;53
Nonprofit organization;65250;1782574;0.20339775561097256;0.2285351282051282;40
Noodle;8072;231107;0.02516209476309227;0.029629102564102564;18
Noodle soup (cooking);1541;42476;0.00480361596009975;0.005445641025641026;21
Nordstrom (retailer);2731;124808;0.008513092269326684;0.01600102564102564;0
North American basketball teams;3297;80572;0.010277431421446385;0.01032974358974359;40
North Texas Grill & Fireplace;4528;77011;0.014114713216957606;0.009873205128205128;88
Nostalgia (emotion);33979;901007;0.10591957605985038;0.11551371794871795;37
Notebook (office supplies);5697;170180;0.017758728179551122;0.021817948717948718;13
Novak Djokovic;4167;107422;0.012989401496259352;0.013772051282051282;32
Novel;38200;1186461;0.11907730673316708;0.15211038461538462;12
Novotel;2477;66451;0.007721321695760598;0.008519358974358975;25
Nut (fruit);16764;425593;0.0522568578553616;0.05456320512820513;39
Nutella;17038;488019;0.05311097256857855;0.06256653846153847;20
NutriSystem;4952;93384;0.01543640897755611;0.011972307692307692;80
Nvidia;9716;194870;0.030286783042394017;0.024983333333333333;76
Nylon (magazine);991;21623;0.003089152119700748;0.0027721794871794873;0
O'Neill (brand);1119;26015;0.003488154613466334;0.0033352564102564104;48
O'Reilly Auto Parts;1724;29610;0.005374064837905237;0.0037961538461538462;87
Oakley, Inc.;13292;288208;0.041433915211970075;0.03694974358974359;66
Obstacle course;2083;83437;0.006493142144638404;0.010697051282051282;1
Obstacle racing;5245;164905;0.016349750623441395;0.021141666666666666;9
Ocean;13915;325684;0.043375935162094766;0.041754358974358974;53
Oculus Rift;2150;50836;0.006701995012468828;0.0065174358974358975;45
Oculus VR;3605;82152;0.011237531172069826;0.010532307692307692;53
Odoo;25923;486081;0.0808073566084788;0.06231807692307692;86
Odor (science);7984;259639;0.02488778054862843;0.03328705128205128;7
Off the Hook Yachts;6538;104218;0.020380299251870324;0.013361282051282052;93
Oil painting;16798;503324;0.05236284289276808;0.06452871794871795;14
Olay;2542;68604;0.007923940149625936;0.008795384615384615;24
Olive oil (cooking);12255;318073;0.03820137157107232;0.04077858974358974;33
Olympic Games;8238;322935;0.025679551122194513;0.04140192307692308;1
Olympic sports;8325;324129;0.02595074812967581;0.041555;1
Olympic weightlifting;4161;107683;0.01297069825436409;0.01380551282051282;31
Olympique Lyonnais;1540;37536;0.004800498753117207;0.004812307692307692;40
Olympique de Marseille;3392;76478;0.01057356608478803;0.009804871794871795;55
Olympus Corporation;4778;170207;0.014894014962593516;0.021821410256410257;3
Omega SA;36016;813205;0.11226932668329177;0.10425705128205129;69
One Direction;1192;42639;0.00371571072319202;0.005466538461538462;3
One Piece;15981;523695;0.04981608478802992;0.06714038461538462;7
One-Punch Man (anime & manga);4658;170406;0.014519950124688279;0.021846923076923076;2
Onitsuka Tiger;855;22520;0.002665211970074813;0.002887179487179487;0
Online advertising;111762;3090181;0.34838528678304237;0.3961770512820513;50
Online auction;59828;1321488;0.18649625935162095;0.16942153846153846;79
Online banking;34487;755387;0.10750311720698254;0.09684448717948718;73
Online chat;25231;659474;0.07865024937655861;0.08454794871794871;37
Online food ordering;16286;371966;0.050766832917705736;0.047687948717948715;58
Online gambling (gambling);29146;693633;0.09085411471321696;0.0889273076923077;56
Online games;76171;1873673;0.23744077306733166;0.24021448717948718;67
Online newspaper;93783;2605884;0.29234102244389026;0.3340876923076923;44
Online poker;38868;1042161;0.12115960099750624;0.1336103846153846;36
Online shopping;230390;6413248;0.7181733167082295;0.822211282051282;74
Opel;131984;2227353;0.4114214463840399;0.28555807692307694;98
Opel Corsa;34398;595857;0.10722568578553617;0.07639192307692308;93
Opel Mokka;28622;493466;0.08922069825436409;0.0632648717948718;92
Open-source software;12416;271499;0.03870324189526184;0.0348075641025641;64
Opera;53714;1398897;0.16743765586034912;0.17934576923076923;47
Opodo;1035;19707;0.0032263092269326685;0.0025265384615384616;78
Oprah Winfrey;1774;62098;0.005529925187032419;0.007961282051282052;4
Optical fiber;25905;566077;0.08075124688279302;0.07257397435897436;70
Option (finance);14755;457751;0.04599438902743142;0.05868602564102564;10
Oracle Corporation;2523;54568;0.007864713216957605;0.006995897435897436;62
Orafol;10219;168241;0.03185473815461347;0.021569358974358976;91
Oral-B;11249;252514;0.035065461346633416;0.03237358974358975;59
Orange Is the New Black;1492;34687;0.004650872817955112;0.004447051282051282;48
Orange S.A.;41649;887115;0.1298285536159601;0.11373269230769231;78
Oreo;6217;177433;0.019379675810473816;0.022747820512820514;18
Organic certification;4644;121531;0.014476309226932669;0.015580897435897436;29
Organic coffee;1078;27757;0.0033603491271820447;0.0035585897435897436;31
Organic farming;70688;1689495;0.22034912718204488;0.21660192307692308;70
Organic food;105530;2871295;0.32895885286783044;0.3681147435897436;52
Organic horticulture;17532;451859;0.05465087281795511;0.05793064102564103;37
Organic product;71255;1736035;0.22211658354114713;0.22256858974358976;67
Origins (cosmetics);1859;98045;0.005794887780548629;0.012569871794871795;0
Orlando Magic (basketball team);1261;34737;0.003930798004987531;0.004453461538461538;21
Orlando, Florida;1952;54433;0.006084788029925187;0.006978589743589744;20
Oscar de la Renta;1667;51895;0.005196384039900249;0.0066532051282051285;9
Ottawa Valley Stair Lift;10985;194593;0.034242518703241895;0.024947820512820514;87
Outdoor Life;68899;1564254;0.2147724438902743;0.20054538461538463;77
Outdoor Photographer;25485;643559;0.07944201995012469;0.0825075641025641;43
Outdoor enthusiast;69329;1554977;0.21611284289276808;0.19935602564102564;79
Outdoor recreation;227024;5887361;0.7076807980049875;0.7547898717948718;85
Outdoors;3208;74525;0.01;0.009554487179487179;49
Outshine;2454;47650;0.007649625935162095;0.006108974358974359;77
Overtime;2679;52801;0.008350997506234414;0.006769358974358974;75
Overwatch (video game);7044;156627;0.021957605985037407;0.020080384615384615;59
Oysho;6261;210182;0.019516832917705736;0.026946410256410258;5
Oyster;12946;308042;0.04035536159600998;0.039492564102564104;49
PAGA;3789;64346;0.011811097256857856;0.00824948717948718;88
PAW Patrol;8086;220618;0.02520573566084788;0.028284358974358974;24
PBS (television network);1002;31067;0.003123441396508728;0.003982948717948718;10
PC Gamer;61158;1669419;0.19064214463840398;0.21402807692307693;39
PC game (video games);53233;1477755;0.16593827930174562;0.18945576923076923;33
PGA Championship;7471;192673;0.02328865336658354;0.024701666666666667;33
PGA European Tour;7283;200773;0.022702618453865335;0.025740128205128204;23
PGA Tour;8464;224088;0.026384039900249377;0.02872923076923077;29
PHP;18574;431699;0.05789900249376559;0.05534602564102564;56
PLAYERUNKNOWN'S BATTLEGROUNDS;2870;74252;0.00894638403990025;0.009519487179487179;31
PM Pediatrics;2104;57780;0.006558603491271821;0.007407692307692308;22
Pablo Picasso;4039;127816;0.012590399002493766;0.016386666666666667;8
Pacific Rim (film);2355;51919;0.007341022443890274;0.006656282051282051;58
Packaging and labeling;20840;413178;0.06496259351620948;0.05297153846153846;80
